"country","sex","age_group","age_mean","year_mean","years_post_int","outcome","mean_alcohol","mean_sir","pif_joint","se","l","u"
"India","Female","40-44",42.5,22.5,"20-24 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","40-44",42.5,22.5,"20-24 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","40-44",42.5,22.5,"20-24 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","40-44",42.5,27.5,"25-29 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","40-44",42.5,27.5,"25-29 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","40-44",42.5,27.5,"25-29 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","40-44",42.5,27.5,"25-29 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","40-44",42.5,7.5,"5-9 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","40-44",42.5,7.5,"5-9 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","40-44",42.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0,0,NA,NA,NA
"India","Female","40-44",42.5,7.5,"5-9 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","45-49",47.5,12.5,"10-14 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","45-49",47.5,12.5,"10-14 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","45-49",47.5,12.5,"10-14 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","45-49",47.5,12.5,"10-14 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","45-49",47.5,17.5,"15-19 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","45-49",47.5,17.5,"15-19 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","45-49",47.5,17.5,"15-19 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","45-49",47.5,17.5,"15-19 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","45-49",47.5,2.5,"0-4 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","45-49",47.5,2.5,"0-4 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","45-49",47.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0,0,NA,NA,NA
"India","Female","45-49",47.5,2.5,"0-4 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","45-49",47.5,22.5,"20-24 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","45-49",47.5,22.5,"20-24 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","45-49",47.5,22.5,"20-24 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","45-49",47.5,22.5,"20-24 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","45-49",47.5,27.5,"25-29 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","45-49",47.5,27.5,"25-29 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","45-49",47.5,27.5,"25-29 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","45-49",47.5,27.5,"25-29 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","45-49",47.5,7.5,"5-9 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","45-49",47.5,7.5,"5-9 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","45-49",47.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0,0,NA,NA,NA
"India","Female","45-49",47.5,7.5,"5-9 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","50-54",52.5,12.5,"10-14 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","50-54",52.5,12.5,"10-14 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","50-54",52.5,12.5,"10-14 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","50-54",52.5,12.5,"10-14 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","50-54",52.5,17.5,"15-19 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","50-54",52.5,17.5,"15-19 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","50-54",52.5,17.5,"15-19 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","50-54",52.5,17.5,"15-19 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","50-54",52.5,2.5,"0-4 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","50-54",52.5,2.5,"0-4 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","50-54",52.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0,0,NA,NA,NA
"India","Female","50-54",52.5,2.5,"0-4 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","50-54",52.5,22.5,"20-24 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","50-54",52.5,22.5,"20-24 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","50-54",52.5,22.5,"20-24 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","50-54",52.5,22.5,"20-24 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","50-54",52.5,27.5,"25-29 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","50-54",52.5,27.5,"25-29 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","50-54",52.5,27.5,"25-29 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","50-54",52.5,27.5,"25-29 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","50-54",52.5,7.5,"5-9 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","50-54",52.5,7.5,"5-9 years","ischaemic_stroke",0.00811453473513087,0,0.00811453473513091,NA,NA,NA
"India","Female","50-54",52.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0,0,NA,NA,NA
"India","Female","50-54",52.5,7.5,"5-9 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","55-59",57.5,12.5,"10-14 years","intracerebral_haemorrhage",0.0081305916141325,0.00399132555136195,0.0120894653274373,NA,NA,NA
"India","Female","55-59",57.5,12.5,"10-14 years","ischaemic_stroke",0.00811453473513087,0.00399132555136195,0.0120734725366671,NA,NA,NA
"India","Female","55-59",57.5,12.5,"10-14 years","other_pharyngeal_cancers",0.0157620158813276,0.0160939354340919,0.0316022784495144,NA,NA,NA
"India","Female","55-59",57.5,12.5,"10-14 years","tuberculosis",0.0117014461377033,0.0025342870607165,0.0142060783748813,NA,NA,NA
"India","Female","55-59",57.5,17.5,"15-19 years","intracerebral_haemorrhage",0.0081305916141325,0.00399132555136195,0.0120894653274373,NA,NA,NA
"India","Female","55-59",57.5,17.5,"15-19 years","ischaemic_stroke",0.00811453473513087,0.00399132555136195,0.0120734725366671,NA,NA,NA
"India","Female","55-59",57.5,17.5,"15-19 years","other_pharyngeal_cancers",0.0157620158813276,0.0192298860885289,0.034688800199933,NA,NA,NA
"India","Female","55-59",57.5,17.5,"15-19 years","tuberculosis",0.0117014461377033,0.0025342870607165,0.0142060783748813,NA,NA,NA
"India","Female","55-59",57.5,2.5,"0-4 years","intracerebral_haemorrhage",0.0081305916141325,0.00203557603119459,0.0101496172079181,NA,NA,NA
"India","Female","55-59",57.5,2.5,"0-4 years","ischaemic_stroke",0.00811453473513087,0.00203557603119459,0.0101335930139144,NA,NA,NA
"India","Female","55-59",57.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0.00497018594288131,0.00497018594288134,NA,NA,NA
"India","Female","55-59",57.5,2.5,"0-4 years","tuberculosis",0.0117014461377033,0.0025342870607165,0.0142060783748813,NA,NA,NA
"India","Female","55-59",57.5,22.5,"20-24 years","intracerebral_haemorrhage",0.0081305916141325,0.00399132555136195,0.0120894653274373,NA,NA,NA
"India","Female","55-59",57.5,22.5,"20-24 years","ischaemic_stroke",0.00811453473513087,0.00399132555136195,0.0120734725366671,NA,NA,NA
"India","Female","55-59",57.5,22.5,"20-24 years","other_pharyngeal_cancers",0.0157620158813276,0.0207091080953388,0.0361447066859796,NA,NA,NA
"India","Female","55-59",57.5,22.5,"20-24 years","tuberculosis",0.0117014461377033,0.0025342870607165,0.0142060783748813,NA,NA,NA
"India","Female","55-59",57.5,27.5,"25-29 years","intracerebral_haemorrhage",0.0081305916141325,0.00399132555136195,0.0120894653274373,NA,NA,NA
"India","Female","55-59",57.5,27.5,"25-29 years","ischaemic_stroke",0.00811453473513087,0.00399132555136195,0.0120734725366671,NA,NA,NA
"India","Female","55-59",57.5,27.5,"25-29 years","other_pharyngeal_cancers",0.0157620158813276,0.0221291612218763,0.0375423769125842,NA,NA,NA
"India","Female","55-59",57.5,27.5,"25-29 years","tuberculosis",0.0117014461377033,0.0025342870607165,0.0142060783748813,NA,NA,NA
"India","Female","55-59",57.5,7.5,"5-9 years","intracerebral_haemorrhage",0.0081305916141325,0.00349240985744171,0.0115946061132742,NA,NA,NA
"India","Female","55-59",57.5,7.5,"5-9 years","ischaemic_stroke",0.00811453473513087,0.00349240985744171,0.011578605311475,NA,NA,NA
"India","Female","55-59",57.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0.0120704515755689,0.0120704515755689,NA,NA,NA
"India","Female","55-59",57.5,7.5,"5-9 years","tuberculosis",0.0117014461377033,0.0025342870607165,0.0142060783748813,NA,NA,NA
"India","Female","60-64",62.5,12.5,"10-14 years","intracerebral_haemorrhage",0.0081305916141325,0.00517040434006439,0.013258957508028,NA,NA,NA
"India","Female","60-64",62.5,12.5,"10-14 years","ischaemic_stroke",0.00811453473513087,0.00517040434006439,0.0132429836495832,NA,NA,NA
"India","Female","60-64",62.5,12.5,"10-14 years","other_pharyngeal_cancers",0.0157620158813276,0.022856330705645,0.0382580847394014,NA,NA,NA
"India","Female","60-64",62.5,12.5,"10-14 years","tuberculosis",0.0117014461377033,0.00374608864315961,0.0154037001263779,NA,NA,NA
"India","Female","60-64",62.5,17.5,"15-19 years","intracerebral_haemorrhage",0.0081305916141325,0.00517040434006439,0.013258957508028,NA,NA,NA
"India","Female","60-64",62.5,17.5,"15-19 years","ischaemic_stroke",0.00811453473513087,0.00517040434006439,0.0132429836495832,NA,NA,NA
"India","Female","60-64",62.5,17.5,"15-19 years","other_pharyngeal_cancers",0.0157620158813276,0.027309953968142,0.0426415099213054,NA,NA,NA
"India","Female","60-64",62.5,17.5,"15-19 years","tuberculosis",0.0117014461377033,0.00374608864315961,0.0154037001263779,NA,NA,NA
"India","Female","60-64",62.5,2.5,"0-4 years","intracerebral_haemorrhage",0.0081305916141325,0.00263690621343284,0.0107460582200192,NA,NA,NA
"India","Female","60-64",62.5,2.5,"0-4 years","ischaemic_stroke",0.00811453473513087,0.00263690621343284,0.0107300436815015,NA,NA,NA
"India","Female","60-64",62.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0.00705857271791978,0.00705857271791976,NA,NA,NA
"India","Female","60-64",62.5,2.5,"0-4 years","tuberculosis",0.0117014461377033,0.00374608864315961,0.0154037001263779,NA,NA,NA
"India","Female","60-64",62.5,22.5,"20-24 years","intracerebral_haemorrhage",0.0081305916141325,0.00517040434006439,0.013258957508028,NA,NA,NA
"India","Female","60-64",62.5,22.5,"20-24 years","ischaemic_stroke",0.00811453473513087,0.00517040434006439,0.0132429836495832,NA,NA,NA
"India","Female","60-64",62.5,22.5,"20-24 years","other_pharyngeal_cancers",0.0157620158813276,0.0294107196579991,0.0447091633089961,NA,NA,NA
"India","Female","60-64",62.5,22.5,"20-24 years","tuberculosis",0.0117014461377033,0.00374608864315961,0.0154037001263779,NA,NA,NA
"India","Female","60-64",62.5,27.5,"25-29 years","intracerebral_haemorrhage",0.0081305916141325,0.00517040434006439,0.013258957508028,NA,NA,NA
"India","Female","60-64",62.5,27.5,"25-29 years","ischaemic_stroke",0.00811453473513087,0.00517040434006439,0.0132429836495832,NA,NA,NA
"India","Female","60-64",62.5,27.5,"25-29 years","other_pharyngeal_cancers",0.0157620158813276,0.0314274547202619,0.046694110561179,NA,NA,NA
"India","Female","60-64",62.5,27.5,"25-29 years","tuberculosis",0.0117014461377033,0.00374608864315961,0.0154037001263779,NA,NA,NA
"India","Female","60-64",62.5,7.5,"5-9 years","intracerebral_haemorrhage",0.0081305916141325,0.00452410379755635,0.012617911771291,NA,NA,NA
"India","Female","60-64",62.5,7.5,"5-9 years","ischaemic_stroke",0.00811453473513087,0.00452410379755635,0.0126019275352766,NA,NA,NA
"India","Female","60-64",62.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0.0171422480292338,0.0171422480292338,NA,NA,NA
"India","Female","60-64",62.5,7.5,"5-9 years","tuberculosis",0.0117014461377033,0.00374608864315961,0.0154037001263779,NA,NA,NA
"India","Female","65-69",67.5,12.5,"10-14 years","intracerebral_haemorrhage",0.0081305916141325,0.00089681349545856,0.00902011348530551,NA,NA,NA
"India","Female","65-69",67.5,12.5,"10-14 years","ischaemic_stroke",0.00519352960994036,0.00089681349545856,0.00608568547795563,NA,NA,NA
"India","Female","65-69",67.5,12.5,"10-14 years","other_pharyngeal_cancers",0.0157620158813276,0.00504694927939093,0.0207294150660245,NA,NA,NA
"India","Female","65-69",67.5,12.5,"10-14 years","tuberculosis",0.0117014461377033,0.0007515280893233,0.0124441802615685,NA,NA,NA
"India","Female","65-69",67.5,17.5,"15-19 years","intracerebral_haemorrhage",0.0081305916141325,0.00089681349545856,0.00902011348530551,NA,NA,NA
"India","Female","65-69",67.5,17.5,"15-19 years","ischaemic_stroke",0.00519352960994036,0.00089681349545856,0.00608568547795563,NA,NA,NA
"India","Female","65-69",67.5,17.5,"15-19 years","other_pharyngeal_cancers",0.0157620158813276,0.00603036219044872,0.0216973274071603,NA,NA,NA
"India","Female","65-69",67.5,17.5,"15-19 years","tuberculosis",0.0117014461377033,0.0007515280893233,0.0124441802615685,NA,NA,NA
"India","Female","65-69",67.5,2.5,"0-4 years","intracerebral_haemorrhage",0.0081305916141325,0.00045737488268386,0.0085842477684307,NA,NA,NA
"India","Female","65-69",67.5,2.5,"0-4 years","ischaemic_stroke",0.00519352960994036,0.00045737488268386,0.00564852910262814,NA,NA,NA
"India","Female","65-69",67.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0.00155861668922367,0.00155861668922364,NA,NA,NA
"India","Female","65-69",67.5,2.5,"0-4 years","tuberculosis",0.0117014461377033,0.0007515280893233,0.0124441802615685,NA,NA,NA
"India","Female","65-69",67.5,22.5,"20-24 years","intracerebral_haemorrhage",0.0081305916141325,0.00089681349545856,0.00902011348530551,NA,NA,NA
"India","Female","65-69",67.5,22.5,"20-24 years","ischaemic_stroke",0.00519352960994036,0.00089681349545856,0.00608568547795563,NA,NA,NA
"India","Female","65-69",67.5,22.5,"20-24 years","other_pharyngeal_cancers",0.0157620158813276,0.00649423620509862,0.0221538898322243,NA,NA,NA
"India","Female","65-69",67.5,22.5,"20-24 years","tuberculosis",0.0117014461377033,0.0007515280893233,0.0124441802615685,NA,NA,NA
"India","Female","65-69",67.5,27.5,"25-29 years","intracerebral_haemorrhage",0.0081305916141325,0.00089681349545856,0.00902011348530551,NA,NA,NA
"India","Female","65-69",67.5,27.5,"25-29 years","ischaemic_stroke",0.00519352960994036,0.00089681349545856,0.00608568547795563,NA,NA,NA
"India","Female","65-69",67.5,27.5,"25-29 years","other_pharyngeal_cancers",0.0157620158813276,0.00693955525916252,0.022592189760286,NA,NA,NA
"India","Female","65-69",67.5,27.5,"25-29 years","tuberculosis",0.0117014461377033,0.0007515280893233,0.0124441802615685,NA,NA,NA
"India","Female","65-69",67.5,7.5,"5-9 years","intracerebral_haemorrhage",0.0081305916141325,0.00078471180852624,0.00890892325140891,NA,NA,NA
"India","Female","65-69",67.5,7.5,"5-9 years","ischaemic_stroke",0.00519352960994036,0.00078471180852624,0.00597416599445377,NA,NA,NA
"India","Female","65-69",67.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0.0037852119595432,0.00378521195954318,NA,NA,NA
"India","Female","65-69",67.5,7.5,"5-9 years","tuberculosis",0.0117014461377033,0.0007515280893233,0.0124441802615685,NA,NA,NA
"India","Female","70-74",72.5,12.5,"10-14 years","intracerebral_haemorrhage",0.0081305916141325,0.00058625150338849,0.00871207654596384,NA,NA,NA
"India","Female","70-74",72.5,12.5,"10-14 years","ischaemic_stroke",0.00519352960994036,0.00058625150338849,0.00577673639878717,NA,NA,NA
"India","Female","70-74",72.5,12.5,"10-14 years","other_pharyngeal_cancers",0.0157620158813276,0.00386542853727036,0.0195665174726054,NA,NA,NA
"India","Female","70-74",72.5,12.5,"10-14 years","tuberculosis",0.0117014461377033,0.00056296783634746,0.0122578264362365,NA,NA,NA
"India","Female","70-74",72.5,17.5,"15-19 years","intracerebral_haemorrhage",0.0081305916141325,0.00058625150338849,0.00871207654596384,NA,NA,NA
"India","Female","70-74",72.5,17.5,"15-19 years","ischaemic_stroke",0.00519352960994036,0.00058625150338849,0.00577673639878717,NA,NA,NA
"India","Female","70-74",72.5,17.5,"15-19 years","other_pharyngeal_cancers",0.0157620158813276,0.00461861865666496,0.0203078357973764,NA,NA,NA
"India","Female","70-74",72.5,17.5,"15-19 years","tuberculosis",0.0117014461377033,0.00056296783634746,0.0122578264362365,NA,NA,NA
"India","Female","70-74",72.5,2.5,"0-4 years","intracerebral_haemorrhage",0.0081305916141325,0.00029898826672813,0.00842714892936647,NA,NA,NA
"India","Female","70-74",72.5,2.5,"0-4 years","ischaemic_stroke",0.00519352960994036,0.00029898826672813,0.00549096507225222,NA,NA,NA
"India","Female","70-74",72.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0.00119373528356879,0.00119373528356881,NA,NA,NA
"India","Female","70-74",72.5,2.5,"0-4 years","tuberculosis",0.0117014461377033,0.00056296783634746,0.0122578264362365,NA,NA,NA
"India","Female","70-74",72.5,22.5,"20-24 years","intracerebral_haemorrhage",0.0081305916141325,0.00058625150338849,0.00871207654596384,NA,NA,NA
"India","Female","70-74",72.5,22.5,"20-24 years","ischaemic_stroke",0.00519352960994036,0.00058625150338849,0.00577673639878717,NA,NA,NA
"India","Female","70-74",72.5,22.5,"20-24 years","other_pharyngeal_cancers",0.0157620158813276,0.00497389701486995,0.0206575142524571,NA,NA,NA
"India","Female","70-74",72.5,22.5,"20-24 years","tuberculosis",0.0117014461377033,0.00056296783634746,0.0122578264362365,NA,NA,NA
"India","Female","70-74",72.5,27.5,"25-29 years","intracerebral_haemorrhage",0.0081305916141325,0.00058625150338849,0.00871207654596384,NA,NA,NA
"India","Female","70-74",72.5,27.5,"25-29 years","ischaemic_stroke",0.00519352960994036,0.00058625150338849,0.00577673639878717,NA,NA,NA
"India","Female","70-74",72.5,27.5,"25-29 years","other_pharyngeal_cancers",0.0157620158813276,0.00531496423874676,0.0209932055693346,NA,NA,NA
"India","Female","70-74",72.5,27.5,"25-29 years","tuberculosis",0.0117014461377033,0.00056296783634746,0.0122578264362365,NA,NA,NA
"India","Female","70-74",72.5,7.5,"5-9 years","intracerebral_haemorrhage",0.0081305916141325,0.00051297006546493,0.00863939092948485,NA,NA,NA
"India","Female","70-74",72.5,7.5,"5-9 years","ischaemic_stroke",0.00519352960994036,0.00051297006546493,0.00570383555018128,NA,NA,NA
"India","Female","70-74",72.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0.00289907140295278,0.00289907140295276,NA,NA,NA
"India","Female","70-74",72.5,7.5,"5-9 years","tuberculosis",0.0117014461377033,0.00056296783634746,0.0122578264362365,NA,NA,NA
"India","Female","75-79",77.5,12.5,"10-14 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","75-79",77.5,12.5,"10-14 years","ischaemic_stroke",0.00519352960994036,0,0.00519352960994035,NA,NA,NA
"India","Female","75-79",77.5,12.5,"10-14 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","75-79",77.5,12.5,"10-14 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","75-79",77.5,17.5,"15-19 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","75-79",77.5,17.5,"15-19 years","ischaemic_stroke",0.00519352960994036,0,0.00519352960994035,NA,NA,NA
"India","Female","75-79",77.5,17.5,"15-19 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","75-79",77.5,17.5,"15-19 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","75-79",77.5,2.5,"0-4 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","75-79",77.5,2.5,"0-4 years","ischaemic_stroke",0.00519352960994036,0,0.00519352960994035,NA,NA,NA
"India","Female","75-79",77.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0,0,NA,NA,NA
"India","Female","75-79",77.5,2.5,"0-4 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","75-79",77.5,22.5,"20-24 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","75-79",77.5,22.5,"20-24 years","ischaemic_stroke",0.00519352960994036,0,0.00519352960994035,NA,NA,NA
"India","Female","75-79",77.5,22.5,"20-24 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
