"country","sex","age_group","age_mean","year_mean","years_post_int","outcome","mean_alcohol","mean_sir","pif_joint","se","l","u"
"India","Female","50-54",52.5,22.5,"20-24 years","tuberculosis",0.0029915447037253,0,0.00299154470372531,NA,NA,NA
"India","Female","50-54",52.5,27.5,"25-29 years","intracerebral_haemorrhage",0.00206481205251244,0,0.00206481205251241,NA,NA,NA
"India","Female","50-54",52.5,27.5,"25-29 years","ischaemic_stroke",0.00199303594854177,0,0.00199303594854172,NA,NA,NA
"India","Female","50-54",52.5,27.5,"25-29 years","other_pharyngeal_cancers",0.00401493658233659,0,0.00401493658233654,NA,NA,NA
"India","Female","50-54",52.5,27.5,"25-29 years","tuberculosis",0.0029915447037253,0,0.00299154470372531,NA,NA,NA
"India","Female","50-54",52.5,7.5,"5-9 years","intracerebral_haemorrhage",0.00206481205251244,0,0.00206481205251241,NA,NA,NA
"India","Female","50-54",52.5,7.5,"5-9 years","ischaemic_stroke",0.00199303594854177,0,0.00199303594854172,NA,NA,NA
"India","Female","50-54",52.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0,0,NA,NA,NA
"India","Female","50-54",52.5,7.5,"5-9 years","tuberculosis",0.0029915447037253,0,0.00299154470372531,NA,NA,NA
"India","Female","55-59",57.5,12.5,"10-14 years","intracerebral_haemorrhage",0.00206481205251244,0.00097557032711494,0.00303836801025781,NA,NA,NA
"India","Female","55-59",57.5,12.5,"10-14 years","ischaemic_stroke",0.00199303594854177,0.00097557032711494,0.00296666192892436,NA,NA,NA
"India","Female","55-59",57.5,12.5,"10-14 years","other_pharyngeal_cancers",0.00401493658233659,0.00405046637174829,0.00804914058847339,NA,NA,NA
"India","Female","55-59",57.5,12.5,"10-14 years","tuberculosis",0.0029915447037253,0.0006302137706948,0.00361987316175216,NA,NA,NA
"India","Female","55-59",57.5,17.5,"15-19 years","intracerebral_haemorrhage",0.00206481205251244,0.00097557032711494,0.00303836801025781,NA,NA,NA
"India","Female","55-59",57.5,17.5,"15-19 years","ischaemic_stroke",0.00199303594854177,0.00097557032711494,0.00296666192892436,NA,NA,NA
"India","Female","55-59",57.5,17.5,"15-19 years","other_pharyngeal_cancers",0.00401493658233659,0.00483971165741983,0.00883521710437496,NA,NA,NA
"India","Female","55-59",57.5,17.5,"15-19 years","tuberculosis",0.0029915447037253,0.0006302137706948,0.00361987316175216,NA,NA,NA
"India","Female","55-59",57.5,2.5,"0-4 years","intracerebral_haemorrhage",0.00206481205251244,0.00049754086682862,0.00256132559096256,NA,NA,NA
"India","Female","55-59",57.5,2.5,"0-4 years","ischaemic_stroke",0.00199303594854177,0.00049754086682862,0.00248958519853693,NA,NA,NA
"India","Female","55-59",57.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0.00125087932068697,0.00125087932068702,NA,NA,NA
"India","Female","55-59",57.5,2.5,"0-4 years","tuberculosis",0.0029915447037253,0.0006302137706948,0.00361987316175216,NA,NA,NA
"India","Female","55-59",57.5,22.5,"20-24 years","intracerebral_haemorrhage",0.00206481205251244,0.00097557032711494,0.00303836801025781,NA,NA,NA
"India","Female","55-59",57.5,22.5,"20-24 years","ischaemic_stroke",0.00199303594854177,0.00097557032711494,0.00296666192892436,NA,NA,NA
"India","Female","55-59",57.5,22.5,"20-24 years","other_pharyngeal_cancers",0.00401493658233659,0.00521199716952905,0.00920600791376258,NA,NA,NA
"India","Female","55-59",57.5,22.5,"20-24 years","tuberculosis",0.0029915447037253,0.0006302137706948,0.00361987316175216,NA,NA,NA
"India","Female","55-59",57.5,27.5,"25-29 years","intracerebral_haemorrhage",0.00206481205251244,0.00097557032711494,0.00303836801025781,NA,NA,NA
"India","Female","55-59",57.5,27.5,"25-29 years","ischaemic_stroke",0.00199303594854177,0.00097557032711494,0.00296666192892436,NA,NA,NA
"India","Female","55-59",57.5,27.5,"25-29 years","other_pharyngeal_cancers",0.00401493658233659,0.0055693912611539,0.00956196709077461,NA,NA,NA
"India","Female","55-59",57.5,27.5,"25-29 years","tuberculosis",0.0029915447037253,0.0006302137706948,0.00361987316175216,NA,NA,NA
"India","Female","55-59",57.5,7.5,"5-9 years","intracerebral_haemorrhage",0.00206481205251244,0.00085362403622558,0.0029166735155397,NA,NA,NA
"India","Female","55-59",57.5,7.5,"5-9 years","ischaemic_stroke",0.00199303594854177,0.00085362403622558,0.00284495868137657,NA,NA,NA
"India","Female","55-59",57.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0.00303784977881121,0.00303784977881116,NA,NA,NA
"India","Female","55-59",57.5,7.5,"5-9 years","tuberculosis",0.0029915447037253,0.0006302137706948,0.00361987316175216,NA,NA,NA
"India","Female","60-64",62.5,12.5,"10-14 years","intracerebral_haemorrhage",0.00206481205251244,0.00124419594095921,0.00330643896269711,NA,NA,NA
"India","Female","60-64",62.5,12.5,"10-14 years","ischaemic_stroke",0.00199303594854177,0.00124419594095921,0.00323475216226365,NA,NA,NA
"India","Female","60-64",62.5,12.5,"10-14 years","other_pharyngeal_cancers",0.00401493658233659,0.0057544706329549,0.0097463033806352,NA,NA,NA
"India","Female","60-64",62.5,12.5,"10-14 years","tuberculosis",0.0029915447037253,0.00093408972835842,0.00392284006090404,NA,NA,NA
"India","Female","60-64",62.5,17.5,"15-19 years","intracerebral_haemorrhage",0.00206481205251244,0.00124419594095921,0.00330643896269711,NA,NA,NA
"India","Female","60-64",62.5,17.5,"15-19 years","ischaemic_stroke",0.00199303594854177,0.00124419594095921,0.00323475216226365,NA,NA,NA
"India","Female","60-64",62.5,17.5,"15-19 years","other_pharyngeal_cancers",0.00401493658233659,0.00687574616069979,0.0108630770582449,NA,NA,NA
"India","Female","60-64",62.5,17.5,"15-19 years","tuberculosis",0.0029915447037253,0.00093408972835842,0.00392284006090404,NA,NA,NA
"India","Female","60-64",62.5,2.5,"0-4 years","intracerebral_haemorrhage",0.00206481205251244,0.00063453992988919,0.00269804177670652,NA,NA,NA
"India","Female","60-64",62.5,2.5,"0-4 years","ischaemic_stroke",0.00199303594854177,0.00063453992988919,0.00262631121753987,NA,NA,NA
"India","Female","60-64",62.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0.00177711593076548,0.00177711593076546,NA,NA,NA
"India","Female","60-64",62.5,2.5,"0-4 years","tuberculosis",0.0029915447037253,0.00093408972835842,0.00392284006090404,NA,NA,NA
"India","Female","60-64",62.5,22.5,"20-24 years","intracerebral_haemorrhage",0.00206481205251244,0.00124419594095921,0.00330643896269711,NA,NA,NA
"India","Female","60-64",62.5,22.5,"20-24 years","ischaemic_stroke",0.00199303594854177,0.00124419594095921,0.00323475216226365,NA,NA,NA
"India","Female","60-64",62.5,22.5,"20-24 years","other_pharyngeal_cancers",0.00401493658233659,0.00740464971152285,0.0113898570948532,NA,NA,NA
"India","Female","60-64",62.5,22.5,"20-24 years","tuberculosis",0.0029915447037253,0.00093408972835842,0.00392284006090404,NA,NA,NA
"India","Female","60-64",62.5,27.5,"25-29 years","intracerebral_haemorrhage",0.00206481205251244,0.00124419594095921,0.00330643896269711,NA,NA,NA
"India","Female","60-64",62.5,27.5,"25-29 years","ischaemic_stroke",0.00199303594854177,0.00124419594095921,0.00323475216226365,NA,NA,NA
"India","Female","60-64",62.5,27.5,"25-29 years","other_pharyngeal_cancers",0.00401493658233659,0.00791239712031299,0.0118955659299972,NA,NA,NA
"India","Female","60-64",62.5,27.5,"25-29 years","tuberculosis",0.0029915447037253,0.00093408972835842,0.00392284006090404,NA,NA,NA
"India","Female","60-64",62.5,7.5,"5-9 years","intracerebral_haemorrhage",0.00206481205251244,0.0010886714483393,0.00315123559892405,NA,NA,NA
"India","Female","60-64",62.5,7.5,"5-9 years","ischaemic_stroke",0.00199303594854177,0.0010886714483393,0.00307953763554836,NA,NA,NA
"India","Female","60-64",62.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0.00431585297471617,0.00431585297471615,NA,NA,NA
"India","Female","60-64",62.5,7.5,"5-9 years","tuberculosis",0.0029915447037253,0.00093408972835842,0.00392284006090404,NA,NA,NA
"India","Female","65-69",67.5,12.5,"10-14 years","intracerebral_haemorrhage",0.00206481205251244,0.00021750500826931,0.00228186795381924,NA,NA,NA
"India","Female","65-69",67.5,12.5,"10-14 years","ischaemic_stroke",0.00127039292359921,0.00021750500826931,0.00148762161504523,NA,NA,NA
"India","Female","65-69",67.5,12.5,"10-14 years","other_pharyngeal_cancers",0.00401493658233659,0.00127734486037922,0.00528715298410753,NA,NA,NA
"India","Female","65-69",67.5,12.5,"10-14 years","tuberculosis",0.0029915447037253,0.0001861242107171,0.00317711211554561,NA,NA,NA
"India","Female","65-69",67.5,17.5,"15-19 years","intracerebral_haemorrhage",0.00206481205251244,0.00021750500826931,0.00228186795381924,NA,NA,NA
"India","Female","65-69",67.5,17.5,"15-19 years","ischaemic_stroke",0.00127039292359921,0.00021750500826931,0.00148762161504523,NA,NA,NA
"India","Female","65-69",67.5,17.5,"15-19 years","other_pharyngeal_cancers",0.00401493658233659,0.00152623926332077,0.00553504809180561,NA,NA,NA
"India","Female","65-69",67.5,17.5,"15-19 years","tuberculosis",0.0029915447037253,0.0001861242107171,0.00317711211554561,NA,NA,NA
"India","Female","65-69",67.5,2.5,"0-4 years","intracerebral_haemorrhage",0.00206481205251244,0.00011092755421735,0.00217551056217891,NA,NA,NA
"India","Female","65-69",67.5,2.5,"0-4 years","ischaemic_stroke",0.00127039292359921,0.00011092755421735,0.00138117955623662,NA,NA,NA
"India","Female","65-69",67.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0.00039447414805828,0.000394474148058266,NA,NA,NA
"India","Female","65-69",67.5,2.5,"0-4 years","tuberculosis",0.0029915447037253,0.0001861242107171,0.00317711211554561,NA,NA,NA
"India","Female","65-69",67.5,22.5,"20-24 years","intracerebral_haemorrhage",0.00206481205251244,0.00021750500826931,0.00228186795381924,NA,NA,NA
"India","Female","65-69",67.5,22.5,"20-24 years","ischaemic_stroke",0.00127039292359921,0.00021750500826931,0.00148762161504523,NA,NA,NA
"India","Female","65-69",67.5,22.5,"20-24 years","other_pharyngeal_cancers",0.00401493658233659,0.00164364228357621,0.0056519797463801,NA,NA,NA
"India","Female","65-69",67.5,22.5,"20-24 years","tuberculosis",0.0029915447037253,0.0001861242107171,0.00317711211554561,NA,NA,NA
"India","Female","65-69",67.5,27.5,"25-29 years","intracerebral_haemorrhage",0.00206481205251244,0.00021750500826931,0.00228186795381924,NA,NA,NA
"India","Female","65-69",67.5,27.5,"25-29 years","ischaemic_stroke",0.00127039292359921,0.00021750500826931,0.00148762161504523,NA,NA,NA
"India","Female","65-69",67.5,27.5,"25-29 years","other_pharyngeal_cancers",0.00401493658233659,0.00175634918302144,0.00576423413477178,NA,NA,NA
"India","Female","65-69",67.5,27.5,"25-29 years","tuberculosis",0.0029915447037253,0.0001861242107171,0.00317711211554561,NA,NA,NA
"India","Female","65-69",67.5,7.5,"5-9 years","intracerebral_haemorrhage",0.00206481205251244,0.00019031688223564,0.00225473596615577,NA,NA,NA
"India","Female","65-69",67.5,7.5,"5-9 years","ischaemic_stroke",0.00127039292359921,0.00019031688223564,0.00146046802861433,NA,NA,NA
"India","Female","65-69",67.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0.00095800864528441,0.000958008645284392,NA,NA,NA
"India","Female","65-69",67.5,7.5,"5-9 years","tuberculosis",0.0029915447037253,0.0001861242107171,0.00317711211554561,NA,NA,NA
"India","Female","70-74",72.5,12.5,"10-14 years","intracerebral_haemorrhage",0.00206481205251244,0.00014242103944731,0.00220693901928093,NA,NA,NA
"India","Female","70-74",72.5,12.5,"10-14 years","ischaemic_stroke",0.00127039292359921,0.00014242103944731,0.00141263303236583,NA,NA,NA
"India","Female","70-74",72.5,12.5,"10-14 years","other_pharyngeal_cancers",0.00401493658233659,0.00095834983708368,0.00496943870560063,NA,NA,NA
"India","Female","70-74",72.5,12.5,"10-14 years","tuberculosis",0.0029915447037253,0.00014077738340219,0.00313190094529181,NA,NA,NA
"India","Female","70-74",72.5,17.5,"15-19 years","intracerebral_haemorrhage",0.00206481205251244,0.00014242103944731,0.00220693901928093,NA,NA,NA
"India","Female","70-74",72.5,17.5,"15-19 years","ischaemic_stroke",0.00127039292359921,0.00014242103944731,0.00141263303236583,NA,NA,NA
"India","Female","70-74",72.5,17.5,"15-19 years","other_pharyngeal_cancers",0.00401493658233659,0.00114508712151543,0.00515542625167775,NA,NA,NA
"India","Female","70-74",72.5,17.5,"15-19 years","tuberculosis",0.0029915447037253,0.00014077738340219,0.00313190094529181,NA,NA,NA
"India","Female","70-74",72.5,2.5,"0-4 years","intracerebral_haemorrhage",0.00206481205251244,7.26347301181318e-05,0.00213729680556429,NA,NA,NA
"India","Female","70-74",72.5,2.5,"0-4 years","ischaemic_stroke",0.00127039292359921,7.26347301181318e-05,0.00134293537907015,NA,NA,NA
"India","Female","70-74",72.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0.00029596097909937,0.000295960979099341,NA,NA,NA
"India","Female","70-74",72.5,2.5,"0-4 years","tuberculosis",0.0029915447037253,0.00014077738340219,0.00313190094529181,NA,NA,NA
"India","Female","70-74",72.5,22.5,"20-24 years","intracerebral_haemorrhage",0.00206481205251244,0.00014242103944731,0.00220693901928093,NA,NA,NA
"India","Female","70-74",72.5,22.5,"20-24 years","ischaemic_stroke",0.00127039292359921,0.00014242103944731,0.00141263303236583,NA,NA,NA
"India","Female","70-74",72.5,22.5,"20-24 years","other_pharyngeal_cancers",0.00401493658233659,0.00123317074624739,0.00524315622624261,NA,NA,NA
"India","Female","70-74",72.5,22.5,"20-24 years","tuberculosis",0.0029915447037253,0.00014077738340219,0.00313190094529181,NA,NA,NA
"India","Female","70-74",72.5,27.5,"25-29 years","intracerebral_haemorrhage",0.00206481205251244,0.00014242103944731,0.00220693901928093,NA,NA,NA
"India","Female","70-74",72.5,27.5,"25-29 years","ischaemic_stroke",0.00127039292359921,0.00014242103944731,0.00141263303236583,NA,NA,NA
"India","Female","70-74",72.5,27.5,"25-29 years","other_pharyngeal_cancers",0.00401493658233659,0.00131773102599006,0.00532737700182473,NA,NA,NA
"India","Female","70-74",72.5,27.5,"25-29 years","tuberculosis",0.0029915447037253,0.00014077738340219,0.00313190094529181,NA,NA,NA
"India","Female","70-74",72.5,7.5,"5-9 years","intracerebral_haemorrhage",0.00206481205251244,0.0001246184095164,0.00218917314843481,NA,NA,NA
"India","Female","70-74",72.5,7.5,"5-9 years","ischaemic_stroke",0.00127039292359921,0.0001246184095164,0.00139485301876996,NA,NA,NA
"India","Female","70-74",72.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0.00071876237781276,0.000718762377812765,NA,NA,NA
"India","Female","70-74",72.5,7.5,"5-9 years","tuberculosis",0.0029915447037253,0.00014077738340219,0.00313190094529181,NA,NA,NA
"India","Female","75-79",77.5,12.5,"10-14 years","intracerebral_haemorrhage",0.00206481205251244,0,0.00206481205251241,NA,NA,NA
"India","Female","75-79",77.5,12.5,"10-14 years","ischaemic_stroke",0.00127039292359921,0,0.00127039292359921,NA,NA,NA
"India","Female","75-79",77.5,12.5,"10-14 years","other_pharyngeal_cancers",0.00401493658233659,0,0.00401493658233654,NA,NA,NA
"India","Female","75-79",77.5,12.5,"10-14 years","tuberculosis",0.0029915447037253,0,0.00299154470372531,NA,NA,NA
"India","Female","75-79",77.5,17.5,"15-19 years","intracerebral_haemorrhage",0.00206481205251244,0,0.00206481205251241,NA,NA,NA
"India","Female","75-79",77.5,17.5,"15-19 years","ischaemic_stroke",0.00127039292359921,0,0.00127039292359921,NA,NA,NA
"India","Female","75-79",77.5,17.5,"15-19 years","other_pharyngeal_cancers",0.00401493658233659,0,0.00401493658233654,NA,NA,NA
"India","Female","75-79",77.5,17.5,"15-19 years","tuberculosis",0.0029915447037253,0,0.00299154470372531,NA,NA,NA
"India","Female","75-79",77.5,2.5,"0-4 years","intracerebral_haemorrhage",0.00206481205251244,0,0.00206481205251241,NA,NA,NA
"India","Female","75-79",77.5,2.5,"0-4 years","ischaemic_stroke",0.00127039292359921,0,0.00127039292359921,NA,NA,NA
"India","Female","75-79",77.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0,0,NA,NA,NA
"India","Female","75-79",77.5,2.5,"0-4 years","tuberculosis",0.0029915447037253,0,0.00299154470372531,NA,NA,NA
"India","Female","75-79",77.5,22.5,"20-24 years","intracerebral_haemorrhage",0.00206481205251244,0,0.00206481205251241,NA,NA,NA
"India","Female","75-79",77.5,22.5,"20-24 years","ischaemic_stroke",0.00127039292359921,0,0.00127039292359921,NA,NA,NA
